workload_id,fragment_id,question,gt_answer,priors_correct,baseline_correct,oracle_redacted_correct,orig_len,redacted_len,destruction_frac,has_error
c1-a-006,c1-a-006/publication_db,Did publication_db for project P-1881 record at least 127 hours?,no,1.0,1.0,1.0,162,174,-0.07407407407407418,False
c1-a-006,c1-a-006/publication_db,Did publication_db for project P-1881 commit at least EUR 40857 in budget?,yes,0.0,0.0,0.0,162,174,-0.07407407407407418,False
c1-a-006,c1-a-006/contract_db,Did contract_db for project P-1881 record at least 123 hours?,no,1.0,1.0,1.0,159,171,-0.07547169811320753,False
c1-a-006,c1-a-006/contract_db,Did contract_db for project P-1881 commit at least EUR 18127 in budget?,yes,0.0,0.0,0.0,159,171,-0.07547169811320753,False
c1-a-006,c1-a-006/crm,Did crm for project P-1881 record at least 155 hours?,no,1.0,1.0,1.0,157,169,-0.07643312101910826,False
c1-a-006,c1-a-006/crm,Did crm for project P-1881 commit at least EUR 30315 in budget?,yes,0.0,0.0,0.0,157,169,-0.07643312101910826,False
c1-a-007,c1-a-007/crm,Did crm for project P-1686 record at least 27 hours?,no,1.0,1.0,1.0,155,169,-0.0903225806451613,False
c1-a-007,c1-a-007/crm,Did crm for project P-1686 commit at least EUR 3637 in budget?,yes,0.0,1.0,0.0,155,169,-0.0903225806451613,False
c1-a-008,c1-a-008/contract_db,Did contract_db for project P-6851 record at least 10 hours?,yes,0.0,1.0,0.0,163,176,-0.07975460122699385,False
c1-a-008,c1-a-008/contract_db,Did contract_db for project P-6851 commit at least EUR 27017 in budget?,yes,0.0,0.0,0.0,163,176,-0.07975460122699385,False
c1-a-008,c1-a-008/sap_travel,Did sap_travel for project P-6851 record at least 146 hours?,yes,0.0,1.0,0.0,150,162,-0.08000000000000007,False
c1-a-008,c1-a-008/sap_travel,Did sap_travel for project P-6851 commit at least EUR 45992 in budget?,no,1.0,1.0,1.0,150,162,-0.08000000000000007,False
c1-a-009,c1-a-009/peppi,Did peppi for project P-5589 record at least 36 hours?,yes,0.0,1.0,0.0,144,157,-0.09027777777777768,False
c1-a-009,c1-a-009/peppi,Did peppi for project P-5589 commit at least EUR 33400 in budget?,no,1.0,1.0,1.0,144,157,-0.09027777777777768,False
c1-a-010,c1-a-010/moodle,Did moodle for project P-3953 record at least 169 hours?,no,1.0,1.0,1.0,142,155,-0.09154929577464799,False
c1-a-010,c1-a-010/moodle,Did moodle for project P-3953 commit at least EUR 9476 in budget?,no,1.0,1.0,1.0,142,155,-0.09154929577464799,False
c1-a-010,c1-a-010/sap_travel,Did sap_travel for project P-3953 record at least 122 hours?,yes,0.0,1.0,0.0,158,170,-0.07594936708860756,False
c1-a-010,c1-a-010/sap_travel,Did sap_travel for project P-3953 commit at least EUR 16345 in budget?,yes,0.0,0.0,0.0,158,170,-0.07594936708860756,False
c1-a-011,c1-a-011/publication_db,Did publication_db for project P-3134 record at least 43 hours?,no,1.0,1.0,1.0,170,184,-0.08235294117647052,False
c1-a-011,c1-a-011/publication_db,Did publication_db for project P-3134 commit at least EUR -3831 in budget?,yes,1.0,0.0,0.0,170,184,-0.08235294117647052,False
c1-a-011,c1-a-011/moodle,Did moodle for project P-3134 record at least 195 hours?,no,1.0,1.0,1.0,142,155,-0.09154929577464799,False
c1-a-011,c1-a-011/moodle,Did moodle for project P-3134 commit at least EUR 263 in budget?,yes,0.0,1.0,0.0,142,155,-0.09154929577464799,False
c1-a-011,c1-a-011/patio,Did patio for project P-3134 record at least 24 hours?,yes,0.0,1.0,0.0,151,165,-0.0927152317880795,False
c1-a-011,c1-a-011/patio,Did patio for project P-3134 commit at least EUR 6082 in budget?,no,1.0,1.0,1.0,151,165,-0.0927152317880795,False
c1-a-011,c1-a-011/crm,Did crm for project P-3134 record at least 152 hours?,yes,0.0,1.0,0.0,140,152,-0.08571428571428563,False
c1-a-011,c1-a-011/crm,Did crm for project P-3134 commit at least EUR 18648 in budget?,no,1.0,1.0,1.0,140,152,-0.08571428571428563,False
c1-a-011,c1-a-011/sap_travel,Did sap_travel for project P-3134 record at least 65 hours?,no,1.0,1.0,1.0,149,162,-0.08724832214765099,False
c1-a-011,c1-a-011/sap_travel,Did sap_travel for project P-3134 commit at least EUR 44287 in budget?,yes,0.0,0.0,0.0,149,162,-0.08724832214765099,False
c1-a-012,c1-a-012/patio,Did patio for project P-2183 record at least 70 hours?,yes,0.0,1.0,0.0,162,175,-0.08024691358024683,False
c1-a-012,c1-a-012/patio,Did patio for project P-2183 commit at least EUR 25656 in budget?,no,1.0,1.0,1.0,162,175,-0.08024691358024683,False
c1-a-012,c1-a-012/peppi,Did peppi for project P-2183 record at least 53 hours?,no,1.0,1.0,1.0,141,154,-0.09219858156028371,False
c1-a-012,c1-a-012/peppi,Did peppi for project P-2183 commit at least EUR 32079 in budget?,yes,0.0,1.0,0.0,141,154,-0.09219858156028371,False
c1-a-012,c1-a-012/sap_travel,Did sap_travel for project P-2183 record at least 30 hours?,yes,0.0,1.0,0.0,162,176,-0.08641975308641969,False
c1-a-012,c1-a-012/sap_travel,Did sap_travel for project P-2183 commit at least EUR -2167 in budget?,yes,0.0,1.0,0.0,162,176,-0.08641975308641969,False
c1-a-013,c1-a-013/publication_db,Did publication_db for project P-3048 record at least 136 hours?,yes,0.0,1.0,0.0,167,179,-0.0718562874251496,False
c1-a-013,c1-a-013/publication_db,Did publication_db for project P-3048 commit at least EUR 41683 in budget?,yes,0.0,0.0,0.0,167,179,-0.0718562874251496,False
c1-a-013,c1-a-013/peppi,Did peppi for project P-3048 record at least 92 hours?,yes,0.0,1.0,0.0,162,175,-0.08024691358024683,False
c1-a-013,c1-a-013/peppi,Did peppi for project P-3048 commit at least EUR 22177 in budget?,yes,0.0,0.0,0.0,162,175,-0.08024691358024683,False
c1-a-013,c1-a-013/crm,Did crm for project P-3048 record at least 153 hours?,no,1.0,1.0,1.0,139,152,-0.09352517985611519,False
c1-a-013,c1-a-013/crm,Did crm for project P-3048 commit at least EUR 4085 in budget?,yes,0.0,1.0,0.0,139,152,-0.09352517985611519,False
c1-a-014,c1-a-014/peppi,Did peppi for project P-5622 record at least 42 hours?,yes,0.0,1.0,0.0,158,171,-0.08227848101265822,False
c1-a-014,c1-a-014/peppi,Did peppi for project P-5622 commit at least EUR 52654 in budget?,no,1.0,1.0,1.0,158,171,-0.08227848101265822,False
c1-a-014,c1-a-014/crm,Did crm for project P-5622 record at least 55 hours?,no,1.0,1.0,1.0,155,168,-0.08387096774193559,False
c1-a-014,c1-a-014/crm,Did crm for project P-5622 commit at least EUR 32660 in budget?,no,1.0,1.0,1.0,155,168,-0.08387096774193559,False
c1-a-014,c1-a-014/sap_travel,Did sap_travel for project P-5622 record at least 160 hours?,yes,0.0,1.0,0.0,168,180,-0.0714285714285714,False
c1-a-014,c1-a-014/sap_travel,Did sap_travel for project P-5622 commit at least EUR 10433 in budget?,yes,0.0,0.0,0.0,168,180,-0.0714285714285714,False
c1-a-015,c1-a-015/crm,Did crm for project P-6179 record at least 189 hours?,no,1.0,1.0,1.0,139,152,-0.09352517985611519,False
c1-a-015,c1-a-015/crm,Did crm for project P-6179 commit at least EUR -3855 in budget?,yes,0.0,0.0,0.0,139,152,-0.09352517985611519,False
c1-a-016,c1-a-016/contract_db,Did contract_db for project P-1867 record at least 101 hours?,no,1.0,1.0,1.0,150,163,-0.08666666666666667,False
c1-a-016,c1-a-016/contract_db,Did contract_db for project P-1867 commit at least EUR 18521 in budget?,yes,0.0,1.0,0.0,150,163,-0.08666666666666667,False
c1-a-016,c1-a-016/tatu_sap,Did tatu_sap for project P-1867 record at least 35 hours?,no,1.0,1.0,1.0,147,160,-0.08843537414965996,False
c1-a-016,c1-a-016/tatu_sap,Did tatu_sap for project P-1867 commit at least EUR 54866 in budget?,no,1.0,1.0,1.0,147,160,-0.08843537414965996,False
c1-a-016,c1-a-016/sap_travel,Did sap_travel for project P-1867 record at least 151 hours?,no,1.0,1.0,1.0,168,180,-0.0714285714285714,False
c1-a-016,c1-a-016/sap_travel,Did sap_travel for project P-1867 commit at least EUR 9735 in budget?,yes,0.0,0.0,0.0,168,180,-0.0714285714285714,False
c1-a-017,c1-a-017/contract_db,Did contract_db for project P-4756 record at least 95 hours?,no,1.0,1.0,1.0,164,177,-0.0792682926829269,False
c1-a-017,c1-a-017/contract_db,Did contract_db for project P-4756 commit at least EUR 26870 in budget?,no,1.0,1.0,1.0,164,177,-0.0792682926829269,False
c1-a-017,c1-a-017/moodle,Did moodle for project P-4756 record at least 125 hours?,no,1.0,1.0,1.0,142,155,-0.09154929577464799,False
c1-a-017,c1-a-017/moodle,Did moodle for project P-4756 commit at least EUR -955 in budget?,yes,0.0,1.0,0.0,142,155,-0.09154929577464799,False
c1-a-018,c1-a-018/publication_db,Did publication_db for project P-9993 record at least 31 hours?,no,1.0,1.0,1.0,171,184,-0.07602339181286544,False
c1-a-018,c1-a-018/publication_db,Did publication_db for project P-9993 commit at least EUR 5501 in budget?,yes,0.0,0.0,0.0,171,184,-0.07602339181286544,False
c1-a-019,c1-a-019/moodle,Did moodle for project P-5961 record at least 50 hours?,yes,0.0,1.0,0.0,159,172,-0.08176100628930816,False
c1-a-019,c1-a-019/moodle,Did moodle for project P-5961 commit at least EUR 41345 in budget?,yes,0.0,0.0,0.0,159,172,-0.08176100628930816,False
c1-a-019,c1-a-019/peppi,Did peppi for project P-5961 record at least 169 hours?,no,1.0,1.0,1.0,142,154,-0.08450704225352124,False
c1-a-019,c1-a-019/peppi,Did peppi for project P-5961 commit at least EUR 32054 in budget?,no,1.0,1.0,1.0,142,154,-0.08450704225352124,False
c1-a-019,c1-a-019/tatu_sap,Did tatu_sap for project P-5961 record at least 26 hours?,yes,0.0,1.0,0.0,160,173,-0.08125000000000004,False
c1-a-019,c1-a-019/tatu_sap,Did tatu_sap for project P-5961 commit at least EUR 53478 in budget?,no,1.0,1.0,1.0,160,173,-0.08125000000000004,False
c1-a-020,c1-a-020/peppi,Did peppi for project P-8607 record at least 141 hours?,no,1.0,1.0,1.0,159,171,-0.07547169811320753,False
c1-a-020,c1-a-020/peppi,Did peppi for project P-8607 commit at least EUR 21570 in budget?,no,1.0,1.0,1.0,159,171,-0.07547169811320753,False
c1-a-021,c1-a-021/publication_db,Did publication_db for project P-6883 record at least 119 hours?,no,1.0,1.0,1.0,162,174,-0.07407407407407418,False
c1-a-021,c1-a-021/publication_db,Did publication_db for project P-6883 commit at least EUR 49854 in budget?,no,1.0,1.0,1.0,162,174,-0.07407407407407418,False
c1-a-021,c1-a-021/moodle,Did moodle for project P-6883 record at least 116 hours?,yes,0.0,1.0,0.0,159,171,-0.07547169811320753,False
c1-a-021,c1-a-021/moodle,Did moodle for project P-6883 commit at least EUR 25513 in budget?,yes,0.0,0.0,0.0,159,171,-0.07547169811320753,False
c1-a-021,c1-a-021/crm,Did crm for project P-6883 record at least 96 hours?,yes,0.0,1.0,0.0,151,163,-0.07947019867549665,False
c1-a-021,c1-a-021/crm,Did crm for project P-6883 commit at least EUR 19310 in budget?,no,1.0,1.0,1.0,151,163,-0.07947019867549665,False
c1-a-021,c1-a-021/tatu_sap,Did tatu_sap for project P-6883 record at least 65 hours?,no,1.0,1.0,1.0,155,168,-0.08387096774193559,False
c1-a-021,c1-a-021/tatu_sap,Did tatu_sap for project P-6883 commit at least EUR 24851 in budget?,yes,0.0,0.0,0.0,155,168,-0.08387096774193559,False
c1-a-022,c1-a-022/crm,Did crm for project P-4501 record at least 156 hours?,yes,0.0,1.0,0.0,139,152,-0.09352517985611519,False
c1-a-022,c1-a-022/crm,Did crm for project P-4501 commit at least EUR 3353 in budget?,yes,0.0,0.0,0.0,139,152,-0.09352517985611519,False
c1-a-022,c1-a-022/tatu_sap,Did tatu_sap for project P-4501 record at least 166 hours?,yes,0.0,1.0,0.0,145,157,-0.08275862068965512,False
c1-a-022,c1-a-022/tatu_sap,Did tatu_sap for project P-4501 commit at least EUR 48694 in budget?,no,1.0,1.0,1.0,145,157,-0.08275862068965512,False
c1-a-023,c1-a-023/publication_db,Did publication_db for project P-3007 record at least 128 hours?,yes,0.0,1.0,0.0,153,166,-0.08496732026143783,False
c1-a-023,c1-a-023/publication_db,Did publication_db for project P-3007 commit at least EUR 9208 in budget?,no,1.0,1.0,1.0,153,166,-0.08496732026143783,False
c1-a-023,c1-a-023/contract_db,Did contract_db for project P-3007 record at least 149 hours?,no,1.0,1.0,1.0,169,181,-0.07100591715976323,False
c1-a-023,c1-a-023/contract_db,Did contract_db for project P-3007 commit at least EUR 29662 in budget?,no,1.0,1.0,1.0,169,181,-0.07100591715976323,False
c1-a-023,c1-a-023/moodle,Did moodle for project P-3007 record at least 29 hours?,no,1.0,1.0,1.0,153,166,-0.08496732026143783,False
c1-a-023,c1-a-023/moodle,Did moodle for project P-3007 commit at least EUR 41398 in budget?,no,1.0,1.0,1.0,153,166,-0.08496732026143783,False
c1-a-023,c1-a-023/patio,Did patio for project P-3007 record at least 142 hours?,yes,0.0,1.0,0.0,158,170,-0.07594936708860756,False
c1-a-023,c1-a-023/patio,Did patio for project P-3007 commit at least EUR 28366 in budget?,no,1.0,1.0,1.0,158,170,-0.07594936708860756,False
c1-a-023,c1-a-023/tatu_sap,Did tatu_sap for project P-3007 record at least 151 hours?,no,1.0,1.0,1.0,148,160,-0.08108108108108114,False
c1-a-023,c1-a-023/tatu_sap,Did tatu_sap for project P-3007 commit at least EUR 15172 in budget?,no,1.0,1.0,1.0,148,160,-0.08108108108108114,False
c1-a-023,c1-a-023/sap_travel,Did sap_travel for project P-3007 record at least 73 hours?,no,1.0,1.0,1.0,157,170,-0.08280254777070062,False
c1-a-023,c1-a-023/sap_travel,Did sap_travel for project P-3007 commit at least EUR 23295 in budget?,yes,0.0,0.0,0.0,157,170,-0.08280254777070062,False
c1-a-024,c1-a-024/moodle,Did moodle for project P-4662 record at least 81 hours?,no,1.0,1.0,1.0,142,155,-0.09154929577464799,False
c1-a-024,c1-a-024/moodle,Did moodle for project P-4662 commit at least EUR 26799 in budget?,yes,0.0,0.0,0.0,142,155,-0.09154929577464799,False
c1-a-024,c1-a-024/patio,Did patio for project P-4662 record at least 108 hours?,yes,0.0,1.0,0.0,158,171,-0.08227848101265822,False
c1-a-024,c1-a-024/patio,Did patio for project P-4662 commit at least EUR 9580 in budget?,no,1.0,1.0,1.0,158,171,-0.08227848101265822,False
c1-a-025,c1-a-025/crm,Did crm for project P-5583 record at least 48 hours?,yes,0.0,1.0,0.0,139,152,-0.09352517985611519,False
c1-a-025,c1-a-025/crm,Did crm for project P-5583 commit at least EUR 23822 in budget?,no,1.0,1.0,1.0,139,152,-0.09352517985611519,False
c1-a-026,c1-a-026/contract_db,Did contract_db for project P-3673 record at least 76 hours?,yes,0.0,1.0,0.0,147,160,-0.08843537414965996,False
c1-a-026,c1-a-026/contract_db,Did contract_db for project P-3673 commit at least EUR 18575 in budget?,yes,0.0,0.0,0.0,147,160,-0.08843537414965996,False
c1-a-026,c1-a-026/moodle,Did moodle for project P-3673 record at least 127 hours?,no,1.0,1.0,1.0,153,166,-0.08496732026143783,False
c1-a-026,c1-a-026/moodle,Did moodle for project P-3673 commit at least EUR 8000 in budget?,no,1.0,1.0,1.0,153,166,-0.08496732026143783,False
c1-a-027,c1-a-027/moodle,Did moodle for project P-3433 record at least 45 hours?,no,1.0,1.0,1.0,163,176,-0.07975460122699385,False
c1-a-027,c1-a-027/moodle,Did moodle for project P-3433 commit at least EUR 39568 in budget?,no,1.0,1.0,1.0,163,176,-0.07975460122699385,False
c1-a-027,c1-a-027/patio,Did patio for project P-3433 record at least 175 hours?,no,1.0,1.0,1.0,152,165,-0.08552631578947367,False
c1-a-027,c1-a-027/patio,Did patio for project P-3433 commit at least EUR 551 in budget?,yes,0.0,0.0,0.0,152,165,-0.08552631578947367,False
c1-a-027,c1-a-027/sap_travel,Did sap_travel for project P-3433 record at least 95 hours?,no,1.0,1.0,1.0,146,159,-0.08904109589041087,False
c1-a-027,c1-a-027/sap_travel,Did sap_travel for project P-3433 commit at least EUR 45034 in budget?,no,1.0,1.0,1.0,146,159,-0.08904109589041087,False
c1-a-028,c1-a-028/publication_db,Did publication_db for project P-7991 record at least 128 hours?,yes,0.0,1.0,0.0,166,179,-0.07831325301204828,False
c1-a-028,c1-a-028/publication_db,Did publication_db for project P-7991 commit at least EUR 7424 in budget?,no,1.0,1.0,1.0,166,179,-0.07831325301204828,False
c1-a-028,c1-a-028/peppi,Did peppi for project P-7991 record at least 203 hours?,no,1.0,1.0,1.0,153,165,-0.07843137254901955,False
c1-a-028,c1-a-028/peppi,Did peppi for project P-7991 commit at least EUR 48348 in budget?,no,1.0,1.0,1.0,153,165,-0.07843137254901955,False
c1-a-029,c1-a-029/contract_db,Did contract_db for project P-3177 record at least 167 hours?,no,1.0,1.0,1.0,148,160,-0.08108108108108114,False
c1-a-029,c1-a-029/contract_db,Did contract_db for project P-3177 commit at least EUR 38958 in budget?,no,1.0,1.0,1.0,148,160,-0.08108108108108114,False
c1-a-029,c1-a-029/moodle,Did moodle for project P-3177 record at least 49 hours?,no,1.0,1.0,1.0,142,155,-0.09154929577464799,False
c1-a-029,c1-a-029/moodle,Did moodle for project P-3177 commit at least EUR 41747 in budget?,yes,0.0,0.0,0.0,142,155,-0.09154929577464799,False
c1-a-029,c1-a-029/sap_travel,Did sap_travel for project P-3177 record at least 22 hours?,yes,0.0,0.0,0.0,167,180,-0.07784431137724557,False
c1-a-029,c1-a-029/sap_travel,Did sap_travel for project P-3177 commit at least EUR 34100 in budget?,no,1.0,1.0,1.0,167,180,-0.07784431137724557,False
c1-a-030,c1-a-030/moodle,Did moodle for project P-9091 record at least 37 hours?,no,1.0,1.0,1.0,142,155,-0.09154929577464799,False
c1-a-030,c1-a-030/moodle,Did moodle for project P-9091 commit at least EUR 12871 in budget?,yes,0.0,0.0,0.0,142,155,-0.09154929577464799,False
c1-a-030,c1-a-030/crm,Did crm for project P-9091 record at least 144 hours?,yes,0.0,1.0,0.0,140,152,-0.08571428571428563,False
c1-a-030,c1-a-030/crm,Did crm for project P-9091 commit at least EUR 35627 in budget?,yes,0.0,0.0,0.0,140,152,-0.08571428571428563,False
c1-a-030,c1-a-030/tatu_sap,Did tatu_sap for project P-9091 record at least 175 hours?,no,1.0,1.0,1.0,156,168,-0.07692307692307687,False
c1-a-030,c1-a-030/tatu_sap,Did tatu_sap for project P-9091 commit at least EUR 32344 in budget?,no,1.0,1.0,1.0,156,168,-0.07692307692307687,False
c1-a-031,c1-a-031/moodle,Did moodle for project P-2555 record at least 59 hours?,no,1.0,1.0,1.0,141,155,-0.09929078014184389,False
c1-a-031,c1-a-031/moodle,Did moodle for project P-2555 commit at least EUR -3995 in budget?,yes,0.0,0.0,0.0,141,155,-0.09929078014184389,False
c1-a-031,c1-a-031/tatu_sap,Did tatu_sap for project P-2555 record at least 158 hours?,yes,0.0,1.0,0.0,147,160,-0.08843537414965996,False
c1-a-031,c1-a-031/tatu_sap,Did tatu_sap for project P-2555 commit at least EUR 10546 in budget?,no,1.0,1.0,1.0,147,160,-0.08843537414965996,False
c1-a-032,c1-a-032/crm,Did crm for project P-9306 record at least 41 hours?,no,1.0,1.0,1.0,149,163,-0.09395973154362425,False
c1-a-032,c1-a-032/crm,Did crm for project P-9306 commit at least EUR 3061 in budget?,yes,0.0,0.0,0.0,149,163,-0.09395973154362425,False
c1-a-034,c1-a-034/publication_db,Did publication_db for project P-1606 record at least 124 hours?,yes,0.0,1.0,0.0,172,184,-0.06976744186046502,False
c1-a-034,c1-a-034/publication_db,Did publication_db for project P-1606 commit at least EUR 35937 in budget?,yes,0.0,0.0,0.0,172,184,-0.06976744186046502,False
c1-a-034,c1-a-034/moodle,Did moodle for project P-1606 record at least 109 hours?,no,1.0,1.0,1.0,143,155,-0.08391608391608396,False
c1-a-034,c1-a-034/moodle,Did moodle for project P-1606 commit at least EUR 14403 in budget?,yes,0.0,0.0,0.0,143,155,-0.08391608391608396,False
c1-a-034,c1-a-034/patio,Did patio for project P-1606 record at least 133 hours?,no,1.0,1.0,1.0,159,171,-0.07547169811320753,False
c1-a-034,c1-a-034/patio,Did patio for project P-1606 commit at least EUR 39129 in budget?,yes,0.0,1.0,0.0,159,171,-0.07547169811320753,False
c1-a-034,c1-a-034/crm,Did crm for project P-1606 record at least 123 hours?,no,1.0,1.0,1.0,143,155,-0.08391608391608396,False
c1-a-034,c1-a-034/crm,Did crm for project P-1606 commit at least EUR 44742 in budget?,no,1.0,1.0,1.0,143,155,-0.08391608391608396,False
c1-a-034,c1-a-034/tatu_sap,Did tatu_sap for project P-1606 record at least 178 hours?,yes,0.0,1.0,0.0,161,173,-0.07453416149068315,False
c1-a-034,c1-a-034/tatu_sap,Did tatu_sap for project P-1606 commit at least EUR 24592 in budget?,no,1.0,1.0,1.0,161,173,-0.07453416149068315,False
c1-a-036,c1-a-036/sap_travel,Did sap_travel for project P-5781 record at least 182 hours?,yes,0.0,1.0,0.0,147,159,-0.08163265306122458,False
c1-a-036,c1-a-036/sap_travel,Did sap_travel for project P-5781 commit at least EUR 26566 in budget?,no,1.0,1.0,1.0,147,159,-0.08163265306122458,False
c1-a-037,c1-a-037/sap_travel,Did sap_travel for project P-1979 record at least 159 hours?,no,1.0,1.0,1.0,147,159,-0.08163265306122458,False
c1-a-037,c1-a-037/sap_travel,Did sap_travel for project P-1979 commit at least EUR 36632 in budget?,no,1.0,1.0,1.0,147,159,-0.08163265306122458,False
c1-a-038,c1-a-038/tatu_sap,Did tatu_sap for project P-1893 record at least 160 hours?,yes,0.0,1.0,0.0,161,173,-0.07453416149068315,False
c1-a-038,c1-a-038/tatu_sap,Did tatu_sap for project P-1893 commit at least EUR 38940 in budget?,no,1.0,1.0,1.0,161,173,-0.07453416149068315,False
c1-a-038,c1-a-038/sap_travel,Did sap_travel for project P-1893 record at least 48 hours?,yes,0.0,1.0,0.0,149,162,-0.08724832214765099,False
c1-a-038,c1-a-038/sap_travel,Did sap_travel for project P-1893 commit at least EUR 5213 in budget?,yes,0.0,0.0,0.0,149,162,-0.08724832214765099,False
c1-a-039,c1-a-039/publication_db,Did publication_db for project P-8756 record at least 80 hours?,yes,0.0,1.0,0.0,167,180,-0.07784431137724557,False
